0.035190156	2500
0.041062064	7500
0.058859479	12500
0.056836107	17500
0.0585952	22500
0.054432836	27500
0.055060495	32500
0.050675146	37500
0.047858942	42500
0.04083908	47500
0.042697279	52500
0.03509931	57500
0.036602387	62500
0.031680225	67500
0.029780733	72500
0.028508899	77500
0.025073296	82500
0.021191725	87500
0.021422967	92500
0.018590247	97500
0.020869637	102500
0.014626089	107500
0.014229673	112500
0.01295784	117500
0.012718338	122500
0.010389396	127500
0.010001239	132500
0.007581451	137500
0.00851468	142500
0.007374985	147500
0.009629599	152500
0.006111409	157500
0.005756287	162500
0.005037783	167500
0.005095594	172500
0.00437709	177500
0.003798984	182500
0.002997894	187500
0.003138291	192500
0.002576702	197500
0.018970145	225000
0.023190321	300000
