1.128322922652579844e+07,8.040697000000000000e+06,1.120211049535255507e+07,1.008851983518873618e+00,1.931398361267681792e+07
1.215463864995164052e+07,8.030754386151012033e+06,1.206725507869214751e+07,1.088111615145237243e+00,2.080561220464162901e+07
1.097302736196495406e+07,8.650973554689984769e+06,1.089413877086558379e+07,9.119041989973859508e-01,1.878299788080272824e+07
9.711635160520283505e+06,7.809970518837766722e+06,9.641815119996175170e+06,8.939859677536958760e-01,1.662381917240719497e+07
9.245673487476980314e+06,6.912184011886907741e+06,9.179203393934695050e+06,9.616366321842242382e-01,1.582621274816326611e+07
8.065030847558374517e+06,6.580539260686280206e+06,8.007048770256518386e+06,8.811143738364470845e-01,1.380525650044227019e+07
9.602786588741397485e+06,5.740225652883891948e+06,9.533749095292726532e+06,1.202696507479404042e+00,1.643749844015987031e+07
1.146936139947764762e+07,6.834711851418467239e+06,1.138690450478780456e+07,1.206442882778293368e+00,1.963259397377207503e+07
1.028816053634189628e+07,8.163232574294419959e+06,1.021419567113711126e+07,9.060732317941948555e-01,1.761068219161570445e+07
9.296604732775751501e+06,7.322521655273804441e+06,9.229768478277878836e+06,9.127491545175234755e-01,1.591339392806530558e+07
9.601304390918590128e+06,6.616789195289548486e+06,9.532277553462482989e+06,1.043207444257818528e+00,1.643496129907324538e+07
9.546438428548574448e+06,6.833656908154651523e+06,9.477806039983179420e+06,1.004328860635304022e+00,1.634104489652272128e+07
9.511899679866150022e+06,6.794606467974141240e+06,9.443515601373445243e+06,1.006446492744315968e+00,1.628192345064387098e+07
9.469646550050031394e+06,6.770023770777713507e+06,9.401566242774767801e+06,1.005614006395795679e+00,1.620959697030131891e+07
8.583194922243559733e+06,6.739950420251283795e+06,8.521487598256187513e+06,9.155456663592446143e-01,1.469221999699342437e+07
8.842135130728805438e+06,6.109025074749859050e+06,8.778566203051535413e+06,1.040574017939721374e+00,1.513545897077850811e+07
1.059566938105629943e+07,6.293323840049697086e+06,1.051949373675565422e+07,1.210419902689176874e+00,1.813705816682009399e+07
1.160249420831284113e+07,7.541388785763787106e+06,1.151908017942733318e+07,1.106083126797182681e+00,1.986048306797815859e+07
1.064451798516555689e+07,8.257988859665310010e+06,1.056799115268062800e+07,9.267006021128267879e-01,1.822067440117349476e+07
9.431257726405262947e+06,7.576156416007930413e+06,9.363453408618714660e+06,8.949698773811358699e-01,1.614388518727364205e+07
