1.067109409061767906e+07,8.040697000000000000e+06,1.059437619404014759e+07,9.541199796178368997e-01
1.169486784030517004e+07,7.595071761175669730e+06,1.161078970793734863e+07,1.107009058131760426e+00
9.292394242981897667e+06,8.323735104414386675e+06,9.225588259037146345e+06,8.025962276156768382e-01
7.913164544811055996e+06,6.613792410530416295e+06,7.856274282763459720e+06,8.601761064804100965e-01
8.140994183307196945e+06,5.632135942712142132e+06,8.082465981373116374e+06,1.039183047593432274e+00
8.274413563723327592e+06,5.794291991474032402e+06,8.214926167339148000e+06,1.026655137016088570e+00
8.625915781319057569e+06,5.889252242033818737e+06,8.563901323459522799e+06,1.053010727183899320e+00
9.012820397565513849e+06,6.139431328093906865e+06,8.948024359103044495e+06,1.055407821991020123e+00
8.788319891282491386e+06,6.414807807784557343e+06,8.725137858513941988e+06,9.849403857723674216e-01
9.720971689242739230e+06,6.255021244086366147e+06,9.651084525437844917e+06,1.117296985537299614e+00
1.005004728544992767e+07,6.918829216684572399e+06,9.977794292298797518e+06,1.044295080689273014e+00
9.723085890949297696e+06,7.153046321961784735e+06,9.653183527474483475e+06,9.772390716972715330e-01
1.097813965906196646e+07,6.920333984006702900e+06,1.089921431402933970e+07,1.140484624225178711e+00
1.340418607718102634e+07,7.813609158229993656e+06,1.330781911120334454e+07,1.233322067001226596e+00
1.165034979168639891e+07,9.540329631790250540e+06,1.156659171375917830e+07,8.779369388676381281e-01
1.068305571870938502e+07,8.292049714794931933e+06,1.060625182617501542e+07,9.262353118473811708e-01
1.095902638558835164e+07,7.603585360902702436e+06,1.088023845197063498e+07,1.036194504014413376e+00
1.014599496625789441e+07,7.800005428154114634e+06,1.007305217464837246e+07,9.351633441976291428e-01
8.230279394137594849e+06,7.221336369342738762e+06,8.171109292365293950e+06,8.193788344149076641e-01
9.116554734116766602e+06,5.857840075457733124e+06,9.051012916445951909e+06,1.118873455514983295e+00
8.926962183038588613e+06,6.488639949410729110e+06,8.862783406645638868e+06,9.890944310876667034e-01
8.170313044474149123e+06,6.353698862902160734e+06,8.111574059902443551e+06,9.244848684074593592e-01
7.313353164122148417e+06,5.815159472599023953e+06,7.260775137266082689e+06,9.041545137981487068e-01
7.771116212360399775e+06,5.205224658750404604e+06,7.715247181049351580e+06,1.073326032472519564e+00
8.270994704985442571e+06,5.531034099793647416e+06,8.211531887866410427e+06,1.075075945043459491e+00
7.792057251047311351e+06,5.886818894784224220e+06,7.736037667934680358e+06,9.516104387424634270e-01
7.198780378778908402e+06,5.545938728150408715e+06,7.147026052194055170e+06,9.331932630657409078e-01
8.208012195392226800e+06,5.123678331900492311e+06,8.149002179608852603e+06,1.151711953031333113e+00
8.903863600585354492e+06,5.841991562554065138e+06,8.839850887263787910e+06,1.095734436384216970e+00
8.777845693588284776e+06,6.337258618834963068e+06,8.714738963165363297e+06,9.958048774490921851e-01
9.239356644044132903e+06,6.247566311869231984e+06,9.172931964302629232e+06,1.063208878876675589e+00
1.037910934288493544e+07,6.576043294408669695e+06,1.030449061772212200e+07,1.134705503326908227e+00
1.149978250872196816e+07,7.387253791118714958e+06,1.141710690698175691e+07,1.119165580037454699e+00
1.131660389668392576e+07,8.184884572281049564e+06,1.123524522436952591e+07,9.940112361502251304e-01
1.494471982994309627e+07,8.054508559125592932e+06,1.483727747580793500e+07,1.333940529660631036e+00
1.803503596873445064e+07,1.063679305938092060e+07,1.790537634691198170e+07,1.218972871791606849e+00
1.773586408417364582e+07,1.283630256042412296e+07,1.760835530438328162e+07,9.933450788507168783e-01
1.856367822774336115e+07,1.262336919924579561e+07,1.843021802822860330e+07,1.057247058279278562e+00
1.794332526121625304e+07,1.321255975196111202e+07,1.781432497690076753e+07,9.763458916152938372e-01
1.353859981713458337e+07,1.277102814723332971e+07,1.344126650793916360e+07,7.621415290397538511e-01
1.084368829800117947e+07,9.635997610346725211e+06,1.076572956665642746e+07,8.090364329381378727e-01
9.325827922413226217e+06,7.717914403130581602e+06,9.258781573090843856e+06,8.687107140652687853e-01
9.265801012619467452e+06,6.637588582915809005e+06,9.199186215883757919e+06,1.003599362985026389e+00
8.578808872826991603e+06,6.594864876835281029e+06,8.517133081546826288e+06,9.352093247096725515e-01
8.453526674622744322e+06,6.105903336736494675e+06,8.392751576996220276e+06,9.953498159865660222e-01
9.036591108828714117e+06,6.016734665025904775e+06,8.971624175146618858e+06,1.079770628073997374e+00
9.301513267203677446e+06,6.431726434527518228e+06,9.234641723687322810e+06,1.039713740891855087e+00
8.580454046207016334e+06,6.620282808119283989e+06,8.518766427251061425e+06,9.317973377255216461e-01
8.639362411512780935e+06,6.107074276639634743e+06,8.577251281542986631e+06,1.017035771242823294e+00
8.932467127214476466e+06,6.149001867009602487e+06,8.868248774023273960e+06,1.044370364168287324e+00
9.517887844292486086e+06,6.357616965929094702e+06,9.449460714977135882e+06,1.076301540059070527e+00
8.566070335414798930e+06,6.774285802219809964e+06,8.504486125540198758e+06,9.090878606630584668e-01
7.551059668105320074e+06,6.096836777585538104e+06,7.496772693428767845e+06,8.904121375880387212e-01
7.248837365314833820e+06,5.374410492978756316e+06,7.196723163099287078e+06,9.696729024258494700e-01
7.728539677774420939e+06,5.159306019339103252e+06,7.672976742740781046e+06,1.076945907557496973e+00
8.377893946162032895e+06,5.500730568330367096e+06,8.317662596326565370e+06,1.094970006025039133e+00
8.885703970236858353e+06,5.962903633711350150e+06,8.821821812285821885e+06,1.071326351643126173e+00
1.006819459333958849e+07,6.324333637152483687e+06,9.995811133408015594e+06,1.144523108432427438e+00
1.015180658716110699e+07,7.165962533225946128e+06,1.007882201395659335e+07,1.018489461340474911e+00
9.286491385895080864e+06,7.225472747246803716e+06,9.219727839471323416e+06,9.240024668171006317e-01
9.383838529778419062e+06,6.609591095952022821e+06,9.316375123710174114e+06,1.020689556870822079e+00
9.495230029729578644e+06,6.678877200756356120e+06,9.426965794664766639e+06,1.022091483536829992e+00
9.999462335053941235e+06,6.758159271416563541e+06,9.927573013233970851e+06,1.063741159875053910e+00
1.113815108849541284e+07,7.117042860177034512e+06,1.105807537029671483e+07,1.125126260609710549e+00
1.092330020929127000e+07,7.927496101671328768e+06,1.084476912254182808e+07,9.906165293841555641e-01
1.245453877191625349e+07,7.774577588194632903e+06,1.236499912309384905e+07,1.151697925792982025e+00
1.328882534400501847e+07,8.864425233417959884e+06,1.319328774310665950e+07,1.077764190939212385e+00
1.249206150678228587e+07,9.458222488937489688e+06,1.240225209505944327e+07,9.495379478320251643e-01
1.106214614410276525e+07,8.891131760561570525e+06,1.098261684967409074e+07,8.944788646755048589e-01
9.312323456334056333e+06,7.873400148438761011e+06,9.245374194922549650e+06,8.503220990842641491e-01
9.965429895271671936e+06,6.627976879739297554e+06,9.893785243508335203e+06,1.080942994571130633e+00
1.009363420817955770e+07,7.092820524570276961e+06,1.002106785474861972e+07,1.023095864043940484e+00
1.169392730921449326e+07,7.184068989662883803e+06,1.160985593862445466e+07,1.170247261141407424e+00
1.227386870626889728e+07,8.323065688413867727e+06,1.218562795213276334e+07,1.060195334742693785e+00
1.181903628822179511e+07,8.735834659477235749e+06,1.173406546930613182e+07,9.726697245063217201e-01
1.019596270829312876e+07,8.412111072650838643e+06,1.012266068266007304e+07,8.713868017193997506e-01
9.388309083937661722e+06,7.256900537672508508e+06,9.320813537630682811e+06,9.300877965268138370e-01
8.414021979866554961e+06,6.682059084391094744e+06,8.353530894081825390e+06,9.052761285220312093e-01
8.926475153239617124e+06,5.988617492688309401e+06,8.862299878259120509e+06,1.071620871742945846e+00
